"REF_DATE","GEO","DGUID","Sex","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2022","Canada","2016A000011124","Both sexes","All ages","Persons","249","units","0","v466668","1.1.1","38929902","","","","0"
"2022","Canada","2016A000011124","Both sexes","0 to 4 years","Persons","249","units","0","v466884","1.1.7","1881099","","","","0"
"2022","Canada","2016A000011124","Both sexes","0 years","Persons","249","units","0","v466719","1.1.2","368637","","","","0"
"2022","Canada","2016A000011124","Both sexes","1 year","Persons","249","units","0","v466752","1.1.3","363962","","","","0"
"2022","Canada","2016A000011124","Both sexes","2 years","Persons","249","units","0","v466785","1.1.4","375409","","","","0"
"2022","Canada","2016A000011124","Both sexes","3 years","Persons","249","units","0","v466818","1.1.5","381812","","","","0"
"2022","Canada","2016A000011124","Both sexes","4 years","Persons","249","units","0","v466851","1.1.6","391279","","","","0"
"2022","Canada","2016A000011124","Both sexes","5 to 9 years","Persons","249","units","0","v466698","1.1.13","2062572","","","","0"
"2022","Canada","2016A000011124","Both sexes","5 years","Persons","249","units","0","v466917","1.1.8","400703","","","","0"
"2022","Canada","2016A000011124","Both sexes","6 years","Persons","249","units","0","v466950","1.1.9","410034","","","","0"
"2022","Canada","2016A000011124","Both sexes","7 years","Persons","249","units","0","v466671","1.1.10","414410","","","","0"
"2022","Canada","2016A000011124","Both sexes","8 years","Persons","249","units","0","v466692","1.1.11","417054","","","","0"
"2022","Canada","2016A000011124","Both sexes","9 years","Persons","249","units","0","v466695","1.1.12","420371","","","","0"
"2022","Canada","2016A000011124","Both sexes","10 to 14 years","Persons","249","units","0","v466716","1.1.19","2126905","","","","0"
"2022","Canada","2016A000011124","Both sexes","10 years","Persons","249","units","0","v466701","1.1.14","421867","","","","0"
"2022","Canada","2016A000011124","Both sexes","11 years","Persons","249","units","0","v466704","1.1.15","420405","","","","0"
"2022","Canada","2016A000011124","Both sexes","12 years","Persons","249","units","0","v466707","1.1.16","427630","","","","0"
"2022","Canada","2016A000011124","Both sexes","13 years","Persons","249","units","0","v466710","1.1.17","428824","","","","0"
"2022","Canada","2016A000011124","Both sexes","14 years","Persons","249","units","0","v466713","1.1.18","428179","","","","0"
"2022","Canada","2016A000011124","Both sexes","15 to 19 years","Persons","249","units","0","v466737","1.1.25","2124972","","","","0"
"2022","Canada","2016A000011124","Both sexes","15 years","Persons","249","units","0","v466722","1.1.20","418765","","","","0"
"2022","Canada","2016A000011124","Both sexes","16 years","Persons","249","units","0","v466725","1.1.21","412727","","","","0"
"2022","Canada","2016A000011124","Both sexes","17 years","Persons","249","units","0","v466728","1.1.22","412007","","","","0"
"2022","Canada","2016A000011124","Both sexes","18 years","Persons","249","units","0","v466731","1.1.23","428221","","","","0"
"2022","Canada","2016A000011124","Both sexes","19 years","Persons","249","units","0","v466734","1.1.24","453252","","","","0"
"2022","Canada","2016A000011124","Both sexes","20 to 24 years","Persons","249","units","0","v466758","1.1.31","2520278","","","","0"
"2022","Canada","2016A000011124","Both sexes","20 years","Persons","249","units","0","v466740","1.1.26","476692","","","","0"
"2022","Canada","2016A000011124","Both sexes","21 years","Persons","249","units","0","v466743","1.1.27","495224","","","","0"
"2022","Canada","2016A000011124","Both sexes","22 years","Persons","249","units","0","v466746","1.1.28","513830","","","","0"
"2022","Canada","2016A000011124","Both sexes","23 years","Persons","249","units","0","v466749","1.1.29","513621","","","","0"
"2022","Canada","2016A000011124","Both sexes","24 years","Persons","249","units","0","v466755","1.1.30","520911","","","","0"
"2022","Canada","2016A000011124","Both sexes","25 to 29 years","Persons","249","units","0","v466776","1.1.37","2703647","","","","0"
"2022","Canada","2016A000011124","Both sexes","25 years","Persons","249","units","0","v466761","1.1.32","526547","","","","0"
"2022","Canada","2016A000011124","Both sexes","26 years","Persons","249","units","0","v466764","1.1.33","538973","","","","0"
"2022","Canada","2016A000011124","Both sexes","27 years","Persons","249","units","0","v466767","1.1.34","544980","","","","0"
"2022","Canada","2016A000011124","Both sexes","28 years","Persons","249","units","0","v466770","1.1.35","543672","","","","0"
"2022","Canada","2016A000011124","Both sexes","29 years","Persons","249","units","0","v466773","1.1.36","549475","","","","0"
"2022","Canada","2016A000011124","Both sexes","30 to 34 years","Persons","249","units","0","v466797","1.1.43","2782998","","","","0"
"2022","Canada","2016A000011124","Both sexes","30 years","Persons","249","units","0","v466779","1.1.38","556107","","","","0"
"2022","Canada","2016A000011124","Both sexes","31 years","Persons","249","units","0","v466782","1.1.39","565247","","","","0"
"2022","Canada","2016A000011124","Both sexes","32 years","Persons","249","units","0","v466788","1.1.40","568322","","","","0"
"2022","Canada","2016A000011124","Both sexes","33 years","Persons","249","units","0","v466791","1.1.41","552646","","","","0"
"2022","Canada","2016A000011124","Both sexes","34 years","Persons","249","units","0","v466794","1.1.42","540676","","","","0"
"2022","Canada","2016A000011124","Both sexes","35 to 39 years","Persons","249","units","0","v466815","1.1.49","2718849","","","","0"
"2022","Canada","2016A000011124","Both sexes","35 years","Persons","249","units","0","v466800","1.1.44","541350","","","","0"
"2022","Canada","2016A000011124","Both sexes","36 years","Persons","249","units","0","v466803","1.1.45","549301","","","","0"
"2022","Canada","2016A000011124","Both sexes","37 years","Persons","249","units","0","v466806","1.1.46","547288","","","","0"
"2022","Canada","2016A000011124","Both sexes","38 years","Persons","249","units","0","v466809","1.1.47","543321","","","","0"
"2022","Canada","2016A000011124","Both sexes","39 years","Persons","249","units","0","v466812","1.1.48","537589","","","","0"
"2022","Canada","2016A000011124","Both sexes","40 to 44 years","Persons","249","units","0","v466836","1.1.55","2573624","","","","0"
"2022","Canada","2016A000011124","Both sexes","40 years","Persons","249","units","0","v466821","1.1.50","531322","","","","0"
"2022","Canada","2016A000011124","Both sexes","41 years","Persons","249","units","0","v466824","1.1.51","526771","","","","0"
"2022","Canada","2016A000011124","Both sexes","42 years","Persons","249","units","0","v466827","1.1.52","518726","","","","0"
"2022","Canada","2016A000011124","Both sexes","43 years","Persons","249","units","0","v466830","1.1.53","503770","","","","0"
"2022","Canada","2016A000011124","Both sexes","44 years","Persons","249","units","0","v466833","1.1.54","493035","","","","0"
"2022","Canada","2016A000011124","Both sexes","45 to 49 years","Persons","249","units","0","v466857","1.1.61","2405593","","","","0"
"2022","Canada","2016A000011124","Both sexes","45 years","Persons","249","units","0","v466839","1.1.56","489771","","","","0"
"2022","Canada","2016A000011124","Both sexes","46 years","Persons","249","units","0","v466842","1.1.57","486911","","","","0"
"2022","Canada","2016A000011124","Both sexes","47 years","Persons","249","units","0","v466845","1.1.58","484168","","","","0"
"2022","Canada","2016A000011124","Both sexes","48 years","Persons","249","units","0","v466848","1.1.59","473273","","","","0"
"2022","Canada","2016A000011124","Both sexes","49 years","Persons","249","units","0","v466854","1.1.60","471470","","","","0"
"2022","Canada","2016A000011124","Both sexes","50 to 54 years","Persons","249","units","0","v466875","1.1.67","2423627","","","","0"
"2022","Canada","2016A000011124","Both sexes","50 years","Persons","249","units","0","v466860","1.1.62","476920","","","","0"
"2022","Canada","2016A000011124","Both sexes","51 years","Persons","249","units","0","v466863","1.1.63","492669","","","","0"
"2022","Canada","2016A000011124","Both sexes","52 years","Persons","249","units","0","v466866","1.1.64","490994","","","","0"
"2022","Canada","2016A000011124","Both sexes","53 years","Persons","249","units","0","v466869","1.1.65","483939","","","","0"
"2022","Canada","2016A000011124","Both sexes","54 years","Persons","249","units","0","v466872","1.1.66","479105","","","","0"
"2022","Canada","2016A000011124","Both sexes","55 to 59 years","Persons","249","units","0","v466896","1.1.73","2635125","","","","0"
"2022","Canada","2016A000011124","Both sexes","55 years","Persons","249","units","0","v466878","1.1.68","482718","","","","0"
"2022","Canada","2016A000011124","Both sexes","56 years","Persons","249","units","0","v466881","1.1.69","507287","","","","0"
"2022","Canada","2016A000011124","Both sexes","57 years","Persons","249","units","0","v466887","1.1.70","538217","","","","0"
"2022","Canada","2016A000011124","Both sexes","58 years","Persons","249","units","0","v466890","1.1.71","552263","","","","0"
"2022","Canada","2016A000011124","Both sexes","59 years","Persons","249","units","0","v466893","1.1.72","554640","","","","0"
"2022","Canada","2016A000011124","Both sexes","60 to 64 years","Persons","249","units","0","v466914","1.1.79","2640008","","","","0"
"2022","Canada","2016A000011124","Both sexes","60 years","Persons","249","units","0","v466899","1.1.74","539991","","","","0"
"2022","Canada","2016A000011124","Both sexes","61 years","Persons","249","units","0","v466902","1.1.75","541178","","","","0"
"2022","Canada","2016A000011124","Both sexes","62 years","Persons","249","units","0","v466905","1.1.76","531676","","","","0"
"2022","Canada","2016A000011124","Both sexes","63 years","Persons","249","units","0","v466908","1.1.77","517624","","","","0"
"2022","Canada","2016A000011124","Both sexes","64 years","Persons","249","units","0","v466911","1.1.78","509539","","","","0"
"2022","Canada","2016A000011124","Both sexes","65 to 69 years","Persons","249","units","0","v466935","1.1.85","2308096","","","","0"
"2022","Canada","2016A000011124","Both sexes","65 years","Persons","249","units","0","v466920","1.1.80","494544","","","","0"
"2022","Canada","2016A000011124","Both sexes","66 years","Persons","249","units","0","v466923","1.1.81","477815","","","","0"
"2022","Canada","2016A000011124","Both sexes","67 years","Persons","249","units","0","v466926","1.1.82","468097","","","","0"
"2022","Canada","2016A000011124","Both sexes","68 years","Persons","249","units","0","v466929","1.1.83","445829","","","","0"
"2022","Canada","2016A000011124","Both sexes","69 years","Persons","249","units","0","v466932","1.1.84","421811","","","","0"
"2022","Canada","2016A000011124","Both sexes","70 to 74 years","Persons","249","units","0","v466938","1.1.86","1879942","","","","0"
"2022","Canada","2016A000011124","Both sexes","70 years","Persons","249","units","0","v28594035","1.1.106","401707","","","","0"
"2022","Canada","2016A000011124","Both sexes","71 years","Persons","249","units","0","v28594036","1.1.107","388048","","","","0"
"2022","Canada","2016A000011124","Both sexes","72 years","Persons","249","units","0","v28594037","1.1.108","374396","","","","0"
"2022","Canada","2016A000011124","Both sexes","73 years","Persons","249","units","0","v28594038","1.1.109","361155","","","","0"
"2022","Canada","2016A000011124","Both sexes","74 years","Persons","249","units","0","v28594039","1.1.110","354636","","","","0"
"2022","Canada","2016A000011124","Both sexes","75 to 79 years","Persons","249","units","0","v466941","1.1.87","1381797","","","","0"
"2022","Canada","2016A000011124","Both sexes","75 years","Persons","249","units","0","v28594040","1.1.111","346069","","","","0"
"2022","Canada","2016A000011124","Both sexes","76 years","Persons","249","units","0","v28594041","1.1.112","290197","","","","0"
"2022","Canada","2016A000011124","Both sexes","77 years","Persons","249","units","0","v28594042","1.1.113","263687","","","","0"
"2022","Canada","2016A000011124","Both sexes","78 years","Persons","249","units","0","v28594043","1.1.114","249344","","","","0"
"2022","Canada","2016A000011124","Both sexes","79 years","Persons","249","units","0","v28594044","1.1.115","232500","","","","0"
"2022","Canada","2016A000011124","Both sexes","80 to 84 years","Persons","249","units","0","v466944","1.1.88","878761","","","","0"
"2022","Canada","2016A000011124","Both sexes","80 years","Persons","249","units","0","v28594045","1.1.116","209066","","","","0"
"2022","Canada","2016A000011124","Both sexes","81 years","Persons","249","units","0","v28594046","1.1.117","192127","","","","0"
"2022","Canada","2016A000011124","Both sexes","82 years","Persons","249","units","0","v28594047","1.1.118","173614","","","","0"
"2022","Canada","2016A000011124","Both sexes","83 years","Persons","249","units","0","v28594048","1.1.119","159139","","","","0"
"2022","Canada","2016A000011124","Both sexes","84 years","Persons","249","units","0","v28594049","1.1.120","144815","","","","0"
"2022","Canada","2016A000011124","Both sexes","85 to 89 years","Persons","249","units","0","v466947","1.1.89","530078","","","","0"
"2022","Canada","2016A000011124","Both sexes","85 years","Persons","249","units","0","v28594050","1.1.121","129516","","","","0"
"2022","Canada","2016A000011124","Both sexes","86 years","Persons","249","units","0","v28594051","1.1.122","119531","","","","0"
"2022","Canada","2016A000011124","Both sexes","87 years","Persons","249","units","0","v28594052","1.1.123","105121","","","","0"
"2022","Canada","2016A000011124","Both sexes","88 years","Persons","249","units","0","v28594053","1.1.124","92491","","","","0"
"2022","Canada","2016A000011124","Both sexes","89 years","Persons","249","units","0","v28594054","1.1.125","83419","","","","0"
"2022","Canada","2016A000011124","Both sexes","90 to 94 years","Persons","249","units","0","v31226524","1.1.126","260752","","","","0"
"2022","Canada","2016A000011124","Both sexes","90 years","Persons","249","units","0","v31226525","1.1.127","72546","","","","0"
"2022","Canada","2016A000011124","Both sexes","91 years","Persons","249","units","0","v31226526","1.1.128","63142","","","","0"
"2022","Canada","2016A000011124","Both sexes","92 years","Persons","249","units","0","v31226527","1.1.129","51484","","","","0"
"2022","Canada","2016A000011124","Both sexes","93 years","Persons","249","units","0","v31226528","1.1.130","40576","","","","0"
"2022","Canada","2016A000011124","Both sexes","94 years","Persons","249","units","0","v31226529","1.1.131","33004","","","","0"
"2022","Canada","2016A000011124","Both sexes","95 to 99 years","Persons","249","units","0","v31226530","1.1.132","77694","","","","0"
"2022","Canada","2016A000011124","Both sexes","95 years","Persons","249","units","0","v31226531","1.1.133","25340","","","","0"
"2022","Canada","2016A000011124","Both sexes","96 years","Persons","249","units","0","v31226532","1.1.134","19544","","","","0"
"2022","Canada","2016A000011124","Both sexes","97 years","Persons","249","units","0","v31226533","1.1.135","14593","","","","0"
"2022","Canada","2016A000011124","Both sexes","98 years","Persons","249","units","0","v31226534","1.1.136","10874","","","","0"
"2022","Canada","2016A000011124","Both sexes","99 years","Persons","249","units","0","v31226535","1.1.137","7343","","","","0"
"2022","Canada","2016A000011124","Both sexes","100 years and over","Persons","249","units","0","v31226536","1.1.138","13485","","","","0"
"2022","Canada","2016A000011124","Both sexes","0 to 14 years","Persons","249","units","0","v466956","1.1.91","6070576","","","","0"
"2022","Canada","2016A000011124","Both sexes","0 to 15 years","Persons","249","units","0","v466959","1.1.92","6489341","","","","0"
"2022","Canada","2016A000011124","Both sexes","0 to 16 years","Persons","249","units","0","v466962","1.1.93","6902068","","","","0"
"2022","Canada","2016A000011124","Both sexes","0 to 17 years","Persons","249","units","0","v466965","1.1.94","7314075","","","","0"
"2022","Canada","2016A000011124","Both sexes","15 to 49 years","Persons","249","units","0","v466968","1.1.95","17829961","","","","0"
"2022","Canada","2016A000011124","Both sexes","15 to 64 years","Persons","249","units","0","v466971","1.1.96","25528721","","","","0"
"2022","Canada","2016A000011124","Both sexes","16 to 64 years","Persons","249","units","0","v466974","1.1.97","25109956","","","","0"
"2022","Canada","2016A000011124","Both sexes","17 to 64 years","Persons","249","units","0","v466977","1.1.98","24697229","","","","0"
"2022","Canada","2016A000011124","Both sexes","18 years and over","Persons","249","units","0","v466677","1.1.101","31615827","","","","0"
"2022","Canada","2016A000011124","Both sexes","18 to 64 years","Persons","249","units","0","v466674","1.1.100","24285222","","","","0"
"2022","Canada","2016A000011124","Both sexes","18 to 24 years","Persons","249","units","0","v466980","1.1.99","3401751","","","","0"
"2022","Canada","2016A000011124","Both sexes","25 to 44 years","Persons","249","units","0","v466680","1.1.102","10779118","","","","0"
"2022","Canada","2016A000011124","Both sexes","45 to 64 years","Persons","249","units","0","v466683","1.1.103","10104353","","","","0"
"2022","Canada","2016A000011124","Both sexes","65 years and over","Persons","249","units","0","v466686","1.1.104","7330605","","","","0"
"2022","Canada","2016A000011124","Both sexes","90 years and over","Persons","249","units","0","v466953","1.1.90","351931","","","","0"
"2022","Canada","2016A000011124","Both sexes","Median age","Years","308","units","0","v466689","1.1.105","41.0","","","","1"
"2022","Canada","2016A000011124","Both sexes","Average age","Years","308","units","0","v1200123443","1.1.139","41.7","","","","1"
"2022","Canada","2016A000011124","Males","All ages","Persons","249","units","0","v466669","1.2.1","19357704","","","","0"
"2022","Canada","2016A000011124","Males","0 to 4 years","Persons","249","units","0","v466885","1.2.7","964696","","","","0"
"2022","Canada","2016A000011124","Males","0 years","Persons","249","units","0","v466720","1.2.2","189171","","","","0"
"2022","Canada","2016A000011124","Males","1 year","Persons","249","units","0","v466753","1.2.3","187057","","","","0"
"2022","Canada","2016A000011124","Males","2 years","Persons","249","units","0","v466786","1.2.4","192330","","","","0"
"2022","Canada","2016A000011124","Males","3 years","Persons","249","units","0","v466819","1.2.5","195472","","","","0"
"2022","Canada","2016A000011124","Males","4 years","Persons","249","units","0","v466852","1.2.6","200666","","","","0"
"2022","Canada","2016A000011124","Males","5 to 9 years","Persons","249","units","0","v466699","1.2.13","1056692","","","","0"
"2022","Canada","2016A000011124","Males","5 years","Persons","249","units","0","v466918","1.2.8","205708","","","","0"
"2022","Canada","2016A000011124","Males","6 years","Persons","249","units","0","v466951","1.2.9","209992","","","","0"
"2022","Canada","2016A000011124","Males","7 years","Persons","249","units","0","v466672","1.2.10","212390","","","","0"
"2022","Canada","2016A000011124","Males","8 years","Persons","249","units","0","v466693","1.2.11","213132","","","","0"
"2022","Canada","2016A000011124","Males","9 years","Persons","249","units","0","v466696","1.2.12","215470","","","","0"
"2022","Canada","2016A000011124","Males","10 to 14 years","Persons","249","units","0","v466717","1.2.19","1084824","","","","0"
"2022","Canada","2016A000011124","Males","10 years","Persons","249","units","0","v466702","1.2.14","215502","","","","0"
"2022","Canada","2016A000011124","Males","11 years","Persons","249","units","0","v466705","1.2.15","214858","","","","0"
"2022","Canada","2016A000011124","Males","12 years","Persons","249","units","0","v466708","1.2.16","217912","","","","0"
"2022","Canada","2016A000011124","Males","13 years","Persons","249","units","0","v466711","1.2.17","218842","","","","0"
"2022","Canada","2016A000011124","Males","14 years","Persons","249","units","0","v466714","1.2.18","217710","","","","0"
"2022","Canada","2016A000011124","Males","15 to 19 years","Persons","249","units","0","v466738","1.2.25","1082693","","","","0"
"2022","Canada","2016A000011124","Males","15 years","Persons","249","units","0","v466723","1.2.20","212863","","","","0"
"2022","Canada","2016A000011124","Males","16 years","Persons","249","units","0","v466726","1.2.21","209532","","","","0"
"2022","Canada","2016A000011124","Males","17 years","Persons","249","units","0","v466729","1.2.22","209615","","","","0"
"2022","Canada","2016A000011124","Males","18 years","Persons","249","units","0","v466732","1.2.23","218147","","","","0"
"2022","Canada","2016A000011124","Males","19 years","Persons","249","units","0","v466735","1.2.24","232536","","","","0"
"2022","Canada","2016A000011124","Males","20 to 24 years","Persons","249","units","0","v466759","1.2.31","1313100","","","","0"
"2022","Canada","2016A000011124","Males","20 years","Persons","249","units","0","v466741","1.2.26","246146","","","","0"
"2022","Canada","2016A000011124","Males","21 years","Persons","249","units","0","v466744","1.2.27","256633","","","","0"
"2022","Canada","2016A000011124","Males","22 years","Persons","249","units","0","v466747","1.2.28","267732","","","","0"
"2022","Canada","2016A000011124","Males","23 years","Persons","249","units","0","v466750","1.2.29","269495","","","","0"
"2022","Canada","2016A000011124","Males","24 years","Persons","249","units","0","v466756","1.2.30","273094","","","","0"
"2022","Canada","2016A000011124","Males","25 to 29 years","Persons","249","units","0","v466777","1.2.37","1403901","","","","0"
"2022","Canada","2016A000011124","Males","25 years","Persons","249","units","0","v466762","1.2.32","276224","","","","0"
"2022","Canada","2016A000011124","Males","26 years","Persons","249","units","0","v466765","1.2.33","280431","","","","0"
"2022","Canada","2016A000011124","Males","27 years","Persons","249","units","0","v466768","1.2.34","283554","","","","0"
"2022","Canada","2016A000011124","Males","28 years","Persons","249","units","0","v466771","1.2.35","281027","","","","0"
"2022","Canada","2016A000011124","Males","29 years","Persons","249","units","0","v466774","1.2.36","282665","","","","0"
"2022","Canada","2016A000011124","Males","30 to 34 years","Persons","249","units","0","v466798","1.2.43","1417447","","","","0"
"2022","Canada","2016A000011124","Males","30 years","Persons","249","units","0","v466780","1.2.38","284258","","","","0"
"2022","Canada","2016A000011124","Males","31 years","Persons","249","units","0","v466783","1.2.39","288713","","","","0"
"2022","Canada","2016A000011124","Males","32 years","Persons","249","units","0","v466789","1.2.40","289583","","","","0"
"2022","Canada","2016A000011124","Males","33 years","Persons","249","units","0","v466792","1.2.41","281378","","","","0"
"2022","Canada","2016A000011124","Males","34 years","Persons","249","units","0","v466795","1.2.42","273515","","","","0"
"2022","Canada","2016A000011124","Males","35 to 39 years","Persons","249","units","0","v466816","1.2.49","1370181","","","","0"
"2022","Canada","2016A000011124","Males","35 years","Persons","249","units","0","v466801","1.2.44","273736","","","","0"
"2022","Canada","2016A000011124","Males","36 years","Persons","249","units","0","v466804","1.2.45","278041","","","","0"
"2022","Canada","2016A000011124","Males","37 years","Persons","249","units","0","v466807","1.2.46","276010","","","","0"
"2022","Canada","2016A000011124","Males","38 years","Persons","249","units","0","v466810","1.2.47","273272","","","","0"
"2022","Canada","2016A000011124","Males","39 years","Persons","249","units","0","v466813","1.2.48","269122","","","","0"
"2022","Canada","2016A000011124","Males","40 to 44 years","Persons","249","units","0","v466837","1.2.55","1278613","","","","0"
"2022","Canada","2016A000011124","Males","40 years","Persons","249","units","0","v466822","1.2.50","264932","","","","0"
"2022","Canada","2016A000011124","Males","41 years","Persons","249","units","0","v466825","1.2.51","262523","","","","0"
"2022","Canada","2016A000011124","Males","42 years","Persons","249","units","0","v466828","1.2.52","257772","","","","0"
"2022","Canada","2016A000011124","Males","43 years","Persons","249","units","0","v466831","1.2.53","249200","","","","0"
"2022","Canada","2016A000011124","Males","44 years","Persons","249","units","0","v466834","1.2.54","244186","","","","0"
"2022","Canada","2016A000011124","Males","45 to 49 years","Persons","249","units","0","v466858","1.2.61","1190306","","","","0"
"2022","Canada","2016A000011124","Males","45 years","Persons","249","units","0","v466840","1.2.56","242128","","","","0"
"2022","Canada","2016A000011124","Males","46 years","Persons","249","units","0","v466843","1.2.57","240828","","","","0"
"2022","Canada","2016A000011124","Males","47 years","Persons","249","units","0","v466846","1.2.58","239811","","","","0"
"2022","Canada","2016A000011124","Males","48 years","Persons","249","units","0","v466849","1.2.59","233883","","","","0"
"2022","Canada","2016A000011124","Males","49 years","Persons","249","units","0","v466855","1.2.60","233656","","","","0"
"2022","Canada","2016A000011124","Males","50 to 54 years","Persons","249","units","0","v466876","1.2.67","1202350","","","","0"
"2022","Canada","2016A000011124","Males","50 years","Persons","249","units","0","v466861","1.2.62","236805","","","","0"
"2022","Canada","2016A000011124","Males","51 years","Persons","249","units","0","v466864","1.2.63","244677","","","","0"
"2022","Canada","2016A000011124","Males","52 years","Persons","249","units","0","v466867","1.2.64","243972","","","","0"
"2022","Canada","2016A000011124","Males","53 years","Persons","249","units","0","v466870","1.2.65","239595","","","","0"
"2022","Canada","2016A000011124","Males","54 years","Persons","249","units","0","v466873","1.2.66","237301","","","","0"
"2022","Canada","2016A000011124","Males","55 to 59 years","Persons","249","units","0","v466897","1.2.73","1308415","","","","0"
"2022","Canada","2016A000011124","Males","55 years","Persons","249","units","0","v466879","1.2.68","239313","","","","0"
"2022","Canada","2016A000011124","Males","56 years","Persons","249","units","0","v466882","1.2.69","252362","","","","0"
"2022","Canada","2016A000011124","Males","57 years","Persons","249","units","0","v466888","1.2.70","267326","","","","0"
"2022","Canada","2016A000011124","Males","58 years","Persons","249","units","0","v466891","1.2.71","274279","","","","0"
"2022","Canada","2016A000011124","Males","59 years","Persons","249","units","0","v466894","1.2.72","275135","","","","0"
"2022","Canada","2016A000011124","Males","60 to 64 years","Persons","249","units","0","v466915","1.2.79","1299750","","","","0"
"2022","Canada","2016A000011124","Males","60 years","Persons","249","units","0","v466900","1.2.74","267142","","","","0"
"2022","Canada","2016A000011124","Males","61 years","Persons","249","units","0","v466903","1.2.75","266933","","","","0"
"2022","Canada","2016A000011124","Males","62 years","Persons","249","units","0","v466906","1.2.76","261643","","","","0"
"2022","Canada","2016A000011124","Males","63 years","Persons","249","units","0","v466909","1.2.77","253823","","","","0"
"2022","Canada","2016A000011124","Males","64 years","Persons","249","units","0","v466912","1.2.78","250209","","","","0"
"2022","Canada","2016A000011124","Males","65 to 69 years","Persons","249","units","0","v466936","1.2.85","1118232","","","","0"
"2022","Canada","2016A000011124","Males","65 years","Persons","249","units","0","v466921","1.2.80","241272","","","","0"
"2022","Canada","2016A000011124","Males","66 years","Persons","249","units","0","v466924","1.2.81","232733","","","","0"
"2022","Canada","2016A000011124","Males","67 years","Persons","249","units","0","v466927","1.2.82","226818","","","","0"
"2022","Canada","2016A000011124","Males","68 years","Persons","249","units","0","v466930","1.2.83","214660","","","","0"
"2022","Canada","2016A000011124","Males","69 years","Persons","249","units","0","v466933","1.2.84","202749","","","","0"
"2022","Canada","2016A000011124","Males","70 to 74 years","Persons","249","units","0","v466939","1.2.86","897586","","","","0"
"2022","Canada","2016A000011124","Males","70 years","Persons","249","units","0","v28594055","1.2.106","192925","","","","0"
"2022","Canada","2016A000011124","Males","71 years","Persons","249","units","0","v28594056","1.2.107","186293","","","","0"
"2022","Canada","2016A000011124","Males","72 years","Persons","249","units","0","v28594057","1.2.108","178857","","","","0"
"2022","Canada","2016A000011124","Males","73 years","Persons","249","units","0","v28594058","1.2.109","171545","","","","0"
"2022","Canada","2016A000011124","Males","74 years","Persons","249","units","0","v28594059","1.2.110","167966","","","","0"
"2022","Canada","2016A000011124","Males","75 to 79 years","Persons","249","units","0","v466942","1.2.87","647403","","","","0"
"2022","Canada","2016A000011124","Males","75 years","Persons","249","units","0","v28594060","1.2.111","163568","","","","0"
"2022","Canada","2016A000011124","Males","76 years","Persons","249","units","0","v28594061","1.2.112","136499","","","","0"
"2022","Canada","2016A000011124","Males","77 years","Persons","249","units","0","v28594062","1.2.113","123514","","","","0"
"2022","Canada","2016A000011124","Males","78 years","Persons","249","units","0","v28594063","1.2.114","116093","","","","0"
"2022","Canada","2016A000011124","Males","79 years","Persons","249","units","0","v28594064","1.2.115","107729","","","","0"
"2022","Canada","2016A000011124","Males","80 to 84 years","Persons","249","units","0","v466945","1.2.88","391174","","","","0"
"2022","Canada","2016A000011124","Males","80 years","Persons","249","units","0","v28594065","1.2.116","95533","","","","0"
"2022","Canada","2016A000011124","Males","81 years","Persons","249","units","0","v28594066","1.2.117","86111","","","","0"
"2022","Canada","2016A000011124","Males","82 years","Persons","249","units","0","v28594067","1.2.118","77231","","","","0"
"2022","Canada","2016A000011124","Males","83 years","Persons","249","units","0","v28594068","1.2.119","69733","","","","0"
"2022","Canada","2016A000011124","Males","84 years","Persons","249","units","0","v28594069","1.2.120","62566","","","","0"
"2022","Canada","2016A000011124","Males","85 to 89 years","Persons","249","units","0","v466948","1.2.89","216618","","","","0"
"2022","Canada","2016A000011124","Males","85 years","Persons","249","units","0","v28594070","1.2.121","55211","","","","0"
"2022","Canada","2016A000011124","Males","86 years","Persons","249","units","0","v28594071","1.2.122","49865","","","","0"
"2022","Canada","2016A000011124","Males","87 years","Persons","249","units","0","v28594072","1.2.123","42582","","","","0"
"2022","Canada","2016A000011124","Males","88 years","Persons","249","units","0","v28594073","1.2.124","36749","","","","0"
"2022","Canada","2016A000011124","Males","89 years","Persons","249","units","0","v28594074","1.2.125","32211","","","","0"
"2022","Canada","2016A000011124","Males","90 to 94 years","Persons","249","units","0","v31226537","1.2.126","90572","","","","0"
"2022","Canada","2016A000011124","Males","90 years","Persons","249","units","0","v31226538","1.2.127","26946","","","","0"
"2022","Canada","2016A000011124","Males","91 years","Persons","249","units","0","v31226539","1.2.128","22485","","","","0"
"2022","Canada","2016A000011124","Males","92 years","Persons","249","units","0","v31226540","1.2.129","17735","","","","0"
"2022","Canada","2016A000011124","Males","93 years","Persons","249","units","0","v31226541","1.2.130","13241","","","","0"
"2022","Canada","2016A000011124","Males","94 years","Persons","249","units","0","v31226542","1.2.131","10165","","","","0"
"2022","Canada","2016A000011124","Males","95 to 99 years","Persons","249","units","0","v31226543","1.2.132","20532","","","","0"
"2022","Canada","2016A000011124","Males","95 years","Persons","249","units","0","v31226544","1.2.133","7351","","","","0"
"2022","Canada","2016A000011124","Males","96 years","Persons","249","units","0","v31226545","1.2.134","5460","","","","0"
